ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	110	-0.8025889784466523	-2.083038687842664	1.7921637657776705e-14	5.602869878273349e-13	4.104601112312959e-13	2237	tags=46%, list=10%, signal=42%	Stk10/Adam8/Fadd/Adam17/Wnt5a/Cx3cr1/Ecm1/Pdgfd/Madcam1/Csf1/Csf1r/Serpine1/Thbs1/Itga4/Lgmn/Cd200r1/Dock8/Bmp5/Cmklr1/Lyn/Aif1/Msn/Spi1/Ripk3/Lgals9/Tnfrsf14/Gcsam/Il27ra/Slamf1/Fpr2/Pycard/C5ar1/Ccl1/C3ar1/Ccr7/Lgals3/Ccl3/Cxcl13/Spn/Ccr1/Ccl7/Slamf8/Xcl1/Klrk1/Tnfsf14/Ccr2/Ccl4/Tnf/Ccl2/Cxcl10/Ccl5
GOBP_VIRAL_LIFE_CYCLE	GOBP_VIRAL_LIFE_CYCLE	298	-0.6754118097051399	-1.8403596821396606	1.9562119672927803e-14	6.052030773812039e-13	4.4336514653444926e-13	2384	tags=28%, list=11%, signal=26%	Tpcn2/Resf1/Fcnb/Ctsb/Lrrc15/Mitd1/Itgb1/Ide/Selplg/Cav2/Trim6/Cav1/Slpi/Itga2/Axl/Cldn1/Rab29/Ly6e/Tnfrsf4/Gpr15/F11r/Stom/Vamp8/Slc1a5/Cd80/Top2a/Trim10/Ifitm2/Mrc1/Zc3h12a/Lgals1/Plscr1/Trim25/Ifit1bl1/Cdk1/Cxcr4/Ifnb1/Clec5a/Icam1/Fam111a/Ccr5/Ch25h/Trim5/Cd86/Ifitm1/Eif2ak2/Gypa/Lgals9/Zc3hav1/Ciita/Trim12c/Tnfrsf14/Parp10/Trim34a/Anpep/Slamf1/Trim21/Apobec3/Ptx3/Ifih1/Trim14/Havcr1/Ifitm3/Siglec1/Itgb7/Isg20/Rsad2/Gbp7/Oas2/Bst2/Isg15/Cd28/Oas3/Oas1a/Oas1g/Ccl12/Oasl1/H2-Eb1/Cxcr6/Cd74/Tnf/Ccl2/Ifi205/Ccl5
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	68	-0.8588090989134305	-2.154846724593538	2.795347996795321e-14	8.558952113899075e-13	6.270194584238664e-13	1491	tags=51%, list=7%, signal=48%	Cd160/H2-Q1/Serpinb9/H2-M2/Unc13d/Lag3/Havcr2/Raet1e/Sh2d1b2/H2-M3/Ptpn6/Cd226/Lgals9/Vav1/Ulbp1/H2-Q10/Crtam/H2-T23/H2-D1/Il21/Slamf6/Pirb/Klrk1/H2-Q7/Cd96/Klrd1/Ncr1/Il12b/Fcgr4/Klrc2/Slamf7/Nkg7/Klrc3/Klrc1/Gzmb
GOBP_NEUTROPHIL_MIGRATION	GOBP_NEUTROPHIL_MIGRATION	112	-0.7884992021945243	-2.0509823805932648	4.621129011787082e-14	1.4004850168375138e-12	1.0259799857533726e-12	2416	tags=47%, list=11%, signal=42%	S100a9/S100a8/Adam8/Cxcl2/Pik3cd/Itga1/Ppbp/C5ar2/Il1r1/Fut7/Ccl9/Fut4/Dpp4/Myd88/Irak4/Csf3r/Ccl6/Nckap1l/Syk/Pik3cg/Cd300c2/Ccl19/Rhoh/Cd177/Ccl22/Fcer1g/Vav1/Il1a/C5ar1/Trem1/Ccl1/Jaml/Il1b/Itgb2/Mcoln2/C3ar1/Bst1/Rac2/Ccr7/Cd300c/Lgals3/Ccl3/Cxcl13/Ccl12/Ccl7/Slamf8/Xcl1/Ccl4/Cd74/Ccl2/Cxcl10/Ccl5/Cxcl9
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	59	-0.8710522428305264	-2.1492549163370445	4.744206635177306e-14	1.423261990553192e-12	1.042666147252684e-12	1568	tags=63%, list=7%, signal=59%	Mr1/Cd160/H2-Q1/H2-M2/Lag3/Tyrobp/Itgam/Syk/Raet1e/Spi1/H2-M3/Cd226/Vav1/Il23r/Nos2/Il12rb1/H2-Q10/Crtam/Cd5l/H2-T23/H2-D1/B2m/Il21/Ptprc/Slamf6/Arg1/Xcl1/Klrk1/H2-Q7/H2-Eb1/Klrd1/Il12b/Ifng/Klrc2/Prf1/Klrc3/Klrc1
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	106	-0.8007570637846727	-2.07081709506942	4.9135419951433795e-14	1.4593219725575837e-12	1.069083295153828e-12	2414	tags=53%, list=11%, signal=47%	Il13/Ptgds/Clnk/Adam17/Pik3cd/Adgre5/Stap1/Cx3cr1/Spon2/Gata1/Anxa3/Il13ra2/Vamp8/Il6/Cd300a/Serpinb9/Myd88/Irak4/Ighg2c/Unc13d/Tyrobp/Itgam/Syk/Pik3cg/Ptgdr/Rigi/Lyn/Fes/Ctsg/Btk/Cd84/Lat2/Ptafr/Cd177/Spi1/Lgals9/Lat/Hmox1/Milr1/Trem1/Il4ra/Itgb2/H2-T23/Fcgr1/Rac2/Fcgr2b/Dnase1l3/Ccl3/Blk/Arg1/Fgr/Ighg2b/Ccr2/Fcgr4/Ighg3/C3
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS	GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS	154	-0.7491477329431306	-2.004864988177605	5.687459142472557e-14	1.6724508567468804e-12	1.2252191816040412e-12	2640	tags=45%, list=12%, signal=40%	Ada/Malt1/Cbfb/Ripk2/Notch2/Vsir/Adam8/Fadd/Pou4f1/Trem2/Il1rl2/Zap70/Il15/Csf1/Axl/Lif/Il15ra/Ripk1/Tgfb1/Cd80/Il2/Mmp14/Hlx/Tgfbr2/Lgals1/Nckap1l/Foxp3/Tyrobp/Inpp5d/Syk/Anxa1/Il7/Fes/Btk/Nlrp3/Casp8/Ccl19/Rhoh/Cd86/H2-M3/Hcls1/Gata3/Lgals9/Runx1/Il23r/Cd27/Sash3/Il12rb1/H2-Q10/Tespa1/Il7r/Socs1/Tnfsf11/Il4ra/Evi2b/Il2ra/Ptprc/Lgals3/Tnfsf4/Pirb/Ccr1/Runx3/Lilrb4b/H2-Q7/H2-Eb1/Cd74/Tnf/Il12b/Ifng/Il10
GOBP_INTERFERON_GAMMA_PRODUCTION	GOBP_INTERFERON_GAMMA_PRODUCTION	105	-0.8003251846773919	-2.06366180421877	6.031206673061557e-14	1.756145472450277e-12	1.2865329404765986e-12	1704	tags=56%, list=8%, signal=52%	Il1rl1/Axl/Il1r1/Cd160/Tlr3/Ebi3/Il2/Zc3h12a/Lta/Txk/Foxp3/Laptm5/Havcr2/Tlr7/Tlr4/Il12rb2/Cd226/Slc11a1/Ripk3/Il18r1/Gata3/Lgals9/Ptpn22/Il23r/Il27ra/Sash3/Il12rb1/Slamf1/Pycard/Irf8/H2-Q10/Tlr9/Pdcd1lg2/Crtam/Il1b/Bcl3/Ccr7/Il27/Il21/Isg15/Cd274/Slamf6/Tlr8/Pglyrp2/Tnfsf4/Pirb/Cd2/Lilrb4b/Xcl1/Klrk1/Ccr2/H2-Q7/Cd96/H2-Eb1/Cd244a/Tnf/Il12b/Il10/Cd3e
GOBP_B_CELL_PROLIFERATION	GOBP_B_CELL_PROLIFERATION	84	-0.8251659321728964	-2.104334008909464	9.514683114294078e-14	2.7435542572284866e-12	2.0098978024778596e-12	1823	tags=51%, list=8%, signal=47%	Cd70/Gpr183/Tnfrsf4/Tnfrsf13c/Clcf1/Il2/Cd300a/Cd38/Nckap1l/Tyrobp/Tnfrsf13b/Inpp5d/Ikzf3/Cd79a/Il7/Lyn/Ifnb1/Mzb1/Mndal/Tnfsf13b/Tlr4/Btk/Ms4a1/Cd19/Sash3/Tlr9/Il7r/Cd22/Gapt/Bst1/Cd180/Fcgr2b/Cd40/Card11/Il21/Ptprc/Ctla4/Blk/Ifi204/Cd74/Il10/Ifi205/Cd40lg
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	109	-0.7909710473868045	-2.0528192126331173	1.0393476739324794e-13	2.968137107287946e-12	2.174424738885056e-12	1693	tags=40%, list=7%, signal=38%	Tnfaip3/Trex1/Nr1h3/Sigirr/Nlrc3/H2-Q1/Stat2/Serpinb9/H2-M2/Grn/Foxp3/Nmi/Vsig4/Havcr2/Lilra6/Samhd1/H2-M3/Lgals9/Trim21/H2-Q10/Dhx58/Casp1/A2m/H2-T23/H2-D1/Serping1/Parp14/Usp18/Isg15/Fgl2/Oas3/Oas1a/Arg1/Oas1g/Pirb/Slamf8/Nlrc5/H2-Q7/Cd96/Pira2/Klrd1/Ifi205/Acod1/Klrc1
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	101	-0.7957349533166214	-2.052577520006246	1.0660893873349106e-13	3.015509981318747e-12	2.209129587590236e-12	1491	tags=50%, list=7%, signal=46%	Cd160/Ebi3/Cd80/Il2/Cd300a/Hlx/Zc3h12a/Tgfbr2/Nckap1l/Foxp3/Jak3/Prdm1/Syk/Anxa1/Rasal3/Nlrp3/Ccl19/Cd86/Gata3/Lgals9/Ptpn22/Runx1/Tnfrsf14/Il23r/Sash3/Il12rb1/H2-Q10/Irf4/Irf1/Socs1/Il4ra/Crtam/H2-T23/Tarm1/Il27/Ptprc/Cd28/Cd274/Tbx21/Tnfsf4/Pirb/Runx3/Lilrb4b/Xcl1/Ccr2/H2-Q7/H2-Eb1/Il12b/Ifng/Cd3e
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	94	-0.8100931569394385	-2.0796370299538407	1.3770247658156989e-13	3.858267504219458e-12	2.8265245193059085e-12	2414	tags=59%, list=11%, signal=52%	Il13/Ptgds/Clnk/Pik3cd/Trem2/Adgre5/Cx3cr1/Sbno2/Gata1/Anxa3/Il13ra2/Trex1/Vamp8/Cd300a/Myd88/Unc13d/Grn/Nmi/Tyrobp/Itgam/Syk/Pik3cg/Ptgdr/Havcr2/Plcg2/Lyn/Fes/Lilra6/Ifi35/Btk/Cd84/Lat2/Ptafr/Cd177/Spi1/Ptpn6/Sucnr1/Fcer1g/Dock2/Lgals9/Lat/Slamf1/Pycard/Hmox1/Milr1/Il4ra/Itgb2/Rac2/Dnase1l3/Ccl3/Blk/Fgr/Ccr2/Pira2/Ifng
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	125	-0.7730331535178978	-2.0317922173850995	2.7181467218901925e-13	7.544762396274647e-12	5.5272103041289015e-12	2079	tags=43%, list=9%, signal=39%	Wnt5a/Trim6/Stat6/Spon2/Tnfsf13/Il1r1/Tnfrsf4/Tgfb1/Cd160/Clcf1/Il6/Klk1b27/Il2/Ffar2/H2-Q1/Lacc1/Laptm5/Rigi/Plcg2/Mzb1/Tlr4/Nlrp3/Cd86/H2-M3/Klk1/Cd226/Il18r1/Gata3/Ptpn22/Tnfrsf14/Sash3/Cd36/Slamf1/H2-Q10/Tlr9/Il4ra/Il1b/H2-T23/B2m/Cd40/Rsad2/Il21/Ptprc/Klk1b9/Cd28/Tbx21/Tnfsf4/Pirb/Scimp/Xcl1/H2-Q7/Cd244a/Cd74/Il10
GOBP_GRANULOCYTE_CHEMOTAXIS	GOBP_GRANULOCYTE_CHEMOTAXIS	113	-0.7843379425956382	-2.0405062019177094	3.0041003206084854e-13	8.261275881673334e-12	6.052120236547504e-12	2416	tags=44%, list=11%, signal=40%	S100a9/S100a8/Cxcl2/Pik3cd/Itga1/Adgre5/Ppbp/Il17ra/C5ar2/Csf1/Csf1r/Ccl9/Thbs1/Dpp4/Csf3r/Ccl6/Nckap1l/Cmklr1/Syk/Pik3cg/Anxa1/Cd300c2/Ccl19/Ccl22/Fcer1g/Vav1/Slamf1/C5ar1/Trem1/Ccl1/Jaml/Il1b/Itgb2/C3ar1/Bst1/Rac2/Ccr7/Cd300c/Lgals3/Ccl3/Cxcl13/Ccl12/Ccl7/Xcl1/Ccl4/Cd74/Ccl2/Cxcl10/Ccl5/Cxcl9
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	184	-0.7205945726399359	-1.943482898040392	3.4981949324940485e-13	9.531778852759013e-12	6.982876799097247e-12	2511	tags=33%, list=11%, signal=30%	Ripk2/Unc5cl/Akap13/Nek6/Fadd/Rel/Trim52/Trim6/Ecm1/F2r/Cflar/Alpk1/Htr2b/Eda2r/Tnfrsf1a/Nod1/Ripk1/Tifa/Shisa5/Ect2/Tlr3/Myd88/Irak4/Lgals1/Ticam2/Trim25/Tlr6/Clec4n/Tlr4/S100a4/Ikbke/Casp8/Ccl19/Birc3/Trim5/Apol7a/Lgals9/Trim12c/Trim34a/Cd36/Trim21/Il1a/Tnfsf10/Hmox1/Tlr9/Tnfsf11/Fasl/Trim14/Casp1/Il1b/Tmem106a/Ccr7/Cd40/Card11/Bst2/Clec4d/H2-Eb1/Sectm1a/Cd74/Tnf/Ubd
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	136	-0.7604712896035822	-2.0175167914932857	3.533303785955016e-13	9.539920222078544e-12	6.988841077099541e-12	2409	tags=45%, list=11%, signal=40%	P2rx4/Adam8/Fadd/Adam17/Lyve1/Trem2/Wnt5a/Cx3cr1/Pdgfd/Madcam1/Csf1/Itga2/Il6ra/Il1r1/Csf1r/Fut7/Serpine1/Il6/Thbs1/Itga4/Fut4/Selp/Lgmn/Mmp14/Nckap1l/Dock8/Cmklr1/Aif1/Gpsm3/F7/Icam1/Tnfsf18/Ptafr/Ccl19/Spi1/Lgals9/Tnfrsf14/Slamf1/Il1a/Fpr2/Pycard/C5ar1/Ccl1/C3ar1/Rac2/Ccr7/Lgals3/Ccl3/Cxcl13/Spn/Ccl12/Ccr1/Ccl7/Xcl1/Tnfsf14/Ccr2/Ccl4/Cd74/Tnf/Cxcl10/Ccl5
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	83	-0.8249046647164109	-2.0992572507020646	3.566766348432141e-13	9.543509959318432e-12	6.991470879288037e-12	1603	tags=49%, list=7%, signal=46%	Il1r1/Mr1/Fut7/Il6/H2-Q1/H2-M2/Nckap1l/Foxp3/Ifnb1/Was/Nlrp3/H2-M3/Ripk3/Il18r1/Gata3/Il23r/Tnfrsf1b/Sash3/Il12rb1/Slamf1/H2-Q10/Il7r/Il1b/H2-T23/H2-D1/B2m/Fcgr2b/Rsad2/Ptprc/Tbx21/Arg1/Tnfsf4/Pirb/Lilrb4b/Xcl1/Ccr2/H2-Q7/H2-Eb1/Klrd1/Il12b/Klrc1
GOBP_TYPE_I_INTERFERON_PRODUCTION	GOBP_TYPE_I_INTERFERON_PRODUCTION	98	-0.7964776203997606	-2.048363147513884	3.966620381093875e-13	1.0499334641108779e-11	7.691697573337533e-12	2616	tags=46%, list=12%, signal=41%	Mmp12/Ripk2/Rnf125/Relb/Rnf135/Cd14/Rel/Hmgb2/Trex1/Tlr3/Cgas/Nlrc3/Trim56/Myd88/Nmi/Syk/Rigi/Havcr2/Plcg2/Tlr7/Lilra6/Tlr4/Ptpn22/Sting1/Trim21/Pycard/Irf8/Dhx58/Tlr9/Irf1/Ifih1/Stat1/Gbp7/Oas2/Tlr2/Isg15/Oas3/Oas1a/Tlr8/Oas1g/Pirb/Irf7/Pira2/Il10/Acod1
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	157	-0.7395447281537861	-1.9785993649870233	3.9946963449336433e-13	1.0499334641108779e-11	7.691697573337533e-12	2237	tags=40%, list=10%, signal=36%	Fadd/Adam17/Trem2/Wnt5a/Stap1/Trim6/Ecm1/Cav1/Vrk2/Csf1/Tnfaip3/Sphk1/Axl/Tnfrsf1a/Il1r1/Agpat2/Trex1/Nr1h3/Ripk1/Angpt1/Sigirr/Il6/Stat2/Trim56/Txk/Laptm5/Ticam2/Syk/Rigi/Il7/Cxcr4/Samhd1/Tlr4/Ikbke/Casp8/Ptpn6/Sting1/Parp9/Pycard/Socs1/Ifih1/Casp1/Naip2/Casp4/Parp14/Tlr2/Ptprc/Usp18/Isg15/Irgm2/Irgm1/Cd300lf/Oas3/Oas1a/Arg1/Oas1g/Irf7/Nlrc5/Gfi1/Cd74/Il1rn/Zbp1/Ccl5
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	128	-0.7614111271244511	-2.003467208891017	4.427101954542045e-13	1.1533765618412172e-11	8.449510378613488e-12	1400	tags=40%, list=6%, signal=38%	Cd80/Il2/Cd300a/Hlx/Zc3h12a/Nckap1l/Lag3/Foxp3/Jak3/Laptm5/Vsig4/Tnfaip8l2/Havcr2/Anxa1/Ifnb1/Ctsg/Cd86/H2-M3/Ptpn6/Lgals9/Ptpn22/Runx1/Tnfrsf14/H2-Q10/Irf1/Socs1/Pdcd1lg2/Il4ra/Crtam/Lax1/Tigit/Tarm1/Fcgr2b/Il2ra/Gpnmb/Fgl2/Lgals3/Cd274/Tbx21/Ctla4/Arg1/Spn/Tnfsf4/Pirb/Runx3/Lilrb4b/Xcl1/H2-Q7/H2-Eb1/Cd74/Il10
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	80	-0.8253912826187764	-2.0860679639086297	5.343866060135552e-13	1.3801114955306599e-11	1.0110545671670652e-11	2010	tags=48%, list=9%, signal=43%	Trim6/Slpi/Zfp36/Ly6e/Trim10/Ifitm2/Plscr1/Trim25/Ifit1bl1/Ifnb1/Fam111a/Ch25h/Trim5/Ifitm1/Eif2ak2/Zc3hav1/Ciita/Trim12c/Parp10/Trim21/Apobec3/Ptx3/Ifih1/Trim14/Ifitm3/Stat1/Isg20/Rsad2/Oas2/Bst2/Isg15/Oas3/Oas1a/Oas1g/Oasl1/Tnf/Ifi205/Ccl5
GOBP_NATURAL_KILLER_CELL_ACTIVATION	GOBP_NATURAL_KILLER_CELL_ACTIVATION	76	-0.8288556575233758	-2.0885564043195792	5.61134903824766e-13	1.4366988485858232e-11	1.0525098422920067e-11	2223	tags=50%, list=10%, signal=45%	Clnk/Pik3cd/Rab27a/Il15/Axl/Il15ra/Il2/H2-Q1/Unc13d/Tyrobp/Prdm1/Havcr2/Ifnb1/Casp8/H2-M3/Il18r1/Ptpn22/Il23r/Ulbp1/Il21r/Slamf1/Elf4/H2-T23/Ptprc/Pglyrp2/Fgr/Cd2/Klrk1/Il2rb/Cd244a/Ncr1/Il12b/Fcgr4/Klrc2/Slamf7/Nkg7/Klrc3/Klrc1
GOBP_MEMBRANE_INVAGINATION	GOBP_MEMBRANE_INVAGINATION	96	-0.795009862496147	-2.0425757319552935	1.0004631438279464e-12	2.5396372112555562e-11	1.860510407820392e-11	2194	tags=46%, list=10%, signal=42%	Ighv14-3/Trem2/Stap1/Ighv1-63/Trbc2/Itga2/Abca1/Aurkb/Thbs1/Cd300a/Ighg2c/Nckap1l/Itgam/Ighm/Plcg2/Aif1/Xkr5/Bin2/Rhoh/Marco/Cd36/Ighv1-82/Igha/Havcr1/Itgb2/Fcgr1/Rac2/Fcgr2b/Ighv1-78/Ighv1-53/Iglc2/Ighg2b/Iglc3/Msr1/Ighv1-42/Iglc1/Igkc/Ighv1-64/Ighv1-55/Ighv14-4/Ighv9-3/Ighg3/C3/Ighv1-12
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	108	-0.7808050113588504	-2.0245658193838296	1.5077647516021363e-12	3.794967213778258e-11	2.7801514197695057e-11	2816	tags=59%, list=12%, signal=52%	Itpkb/Ctsl/Zbtb16/Loxl3/Ada/Malt1/Cracr2a/Cbfb/Ripk2/Eomes/Relb/Atp7a/Pla2g2d/Stat3/Stat6/Gpr183/Zap70/Il6ra/Fut7/Il6/Cd80/Il2/Hlx/Zc3h12a/Tgfbr2/Nckap1l/Foxp3/Jak3/Prdm1/Syk/Ptger4/Anxa1/Nlrp3/Ccl19/Cd86/Il18r1/Gata3/Lgals9/Runx1/Il23r/Sash3/Il12rb1/Irf4/Irf1/Socs1/Il4ra/Itk/Bcl3/Rsad2/Batf/Il27/Tnfsf8/Il21/Tbx21/Slamf6/Ly9/Spn/Tnfsf4/Runx3/Gpr18/Lilrb4b/H2-Eb1/Il12b/Ifng
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	381	-0.6350767602258182	-1.7384430105289959	1.5369183827081314e-12	3.835838316506849e-11	2.810093142023625e-11	2160	tags=27%, list=10%, signal=25%	Phldb2/Trem2/Serpinf1/Pbk/Tafa3/Wnt5a/Stap1/Sema3d/Sema3b/C5ar2/Hgf/Tfpi/Zfp36/Cldn19/Tnfaip3/Tnfrsf1a/Trex1/Nr1h3/Serpine1/Pros1/Thbd/Sigirr/Thbs1/Il2/Nlrc3/H2-Q1/Cd109/Stat2/Rin3/Dpp4/Serpinb9/Cd200r1/H2-M2/Grn/Foxp3/Nmi/Vsig4/Tnfaip8l2/Syk/Plau/Serpinf2/Havcr2/Ptger4/Spp1/Lyn/Rhbdf2/Aif1/Siglecg/Lilra6/Samhd1/Nlrp3/Tspan8/H2-M3/Gata3/Cnr2/Lgals9/Tnfrsf1b/Trim21/Fpr2/H2-Q10/Dhx58/Socs3/Casp1/A2m/Hck/Acp5/H2-T23/H2-D1/Aoah/Serping1/Fcgr2b/Il2ra/Parp14/Ptprc/Usp18/Isg15/Fgl2/Oas3/Oas1a/Cxcl13/Arg1/Oas1g/Pirb/Fgr/Gpr18/Gpr31b/Slamf8/Klrk1/Nlrc5/H2-Q7/Cd96/Pira2/H2-Eb1/Klrd1/Tnf/Ccl2/Il12b/Cst7/Il10/Mefv/Ifi205/Acod1/Klrc1
GOBP_VIRAL_GENOME_REPLICATION	GOBP_VIRAL_GENOME_REPLICATION	120	-0.7636261295147375	-1.9993461155768295	1.7436188591763951e-12	4.315456676461578e-11	3.1614562999277275e-11	1537	tags=28%, list=7%, signal=26%	Rab29/Stom/Top2a/Ifitm2/Zc3h12a/Plscr1/Ifit1bl1/Ifnb1/Fam111a/Ifitm1/Eif2ak2/Zc3hav1/Parp10/Apobec3/Ifih1/Ifitm3/Isg20/Rsad2/Gbp7/Oas2/Bst2/Isg15/Cd28/Oas3/Oas1a/Oas1g/Ccl12/Oasl1/Cxcr6/Tnf/Ccl2/Ifi205/Ccl5
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	230	-0.6907421437392379	-1.8782517452608145	1.914224948788696e-12	4.6985521470267995e-11	3.442107846147225e-11	1845	tags=33%, list=8%, signal=31%	Ffar4/Cdh5/Trem2/Serpinf1/Pbk/Tafa3/Hgf/Zfp36/Tnfaip3/Tnfrsf1a/Trex1/Nr1h3/Il2/Nlrc3/H2-Q1/Stat2/Serpinb9/Cd200r1/H2-M2/Grn/Foxp3/Nmi/Vsig4/Tnfaip8l2/Syk/Havcr2/Ptger4/Lyn/Rhbdf2/Siglecg/Samhd1/Nlrp3/H2-M3/Gata3/Cnr2/Lgals9/Tnfrsf1b/Trim21/Fpr2/H2-Q10/Dhx58/Socs3/A2m/Hck/Acp5/H2-T23/H2-D1/Aoah/Serping1/Fcgr2b/Il2ra/Parp14/Ptprc/Usp18/Isg15/Fgl2/Oas3/Oas1a/Arg1/Oas1g/Pirb/Fgr/Gpr31b/Slamf8/Nlrc5/H2-Q7/Cd96/H2-Eb1/Klrd1/Il12b/Cst7/Il10/Mefv/Ifi205/Acod1/Klrc1
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	73	-0.8263064226454898	-2.0730450393082194	2.1012285401263153e-12	5.115285872274719e-11	3.7474024093538344e-11	1219	tags=55%, list=5%, signal=52%	Ighv14-3/Trem2/C8b/Ighv1-63/Trbc2/C6/Lta/C2/Ighg2c/C1qa/Ighm/C1qb/C1qc/C1rb/C1rl/C4b/Ptpn6/Ighv1-82/Igha/C1s1/Bcl3/Serping1/Fcgr2b/Ptprc/Ighv1-78/Ighv1-53/Iglc2/Ighg2b/Iglc3/Ighv1-42/Iglc1/Tnf/Igkc/Ighv1-64/Ighv1-55/Ighv14-4/Ighv9-3/Ighg3/C3/Ighv1-12
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	98	-0.7887251527761897	-2.028425526448716	2.3704563847507004e-12	5.7237849290321783e-11	4.1931821542830106e-11	2805	tags=61%, list=12%, signal=54%	Cd55/Ctsl/Loxl3/Malt1/Cracr2a/Cbfb/Ripk2/Vsir/Relb/Atp7a/Pla2g2d/Stat3/Stat6/Gpr183/Tcirg1/Il6ra/Fut7/Cd160/Il6/Cd80/Il2/Hlx/Zc3h12a/Tgfbr2/Nckap1l/Foxp3/Jak3/Ptger4/Anxa1/Nlrp3/Ccl19/Cd86/Il18r1/Gata3/Lgals9/Runx1/Il23r/Sash3/Il12rb1/Irf4/Socs1/Il4ra/Bcl3/Tarm1/Rsad2/Batf/Il27/Il21/Cd274/Tbx21/Slamf6/Ly9/Spn/Tnfsf4/Runx3/Xcl1/H2-Eb1/Il12b/Ifng/Nkg7
GOBP_REGULATION_OF_PHAGOCYTOSIS	GOBP_REGULATION_OF_PHAGOCYTOSIS	91	-0.7984628227645574	-2.0488365043783263	2.569452668768843e-12	6.154253569551181e-11	4.508538765997622e-11	2151	tags=44%, list=10%, signal=40%	Trem2/Stap1/Rab27a/Il15/Ahsg/Itga2/Sphk1/Il15ra/Cd300a/C2/Nckap1l/Plscr1/Syk/Plcg2/Cnn2/Cyba/C4b/Slc11a1/Fcer1g/Dock2/Tgm2/Cd36/Fpr2/Pycard/Ptx3/Il1b/Hck/Fcgr2b/Tlr2/Ptprc/Sirpb1b/Il2rg/Cd300lf/Fgr/Il2rb/Sirpb1a/Tnf/Ccl2/Ifng/C3
