GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0042088	T-helper 1 type immune response	53	45	25.82	4.3e-08
GO:0046638	positive regulation of alpha-beta T cell...	53	45	25.82	4.3e-08
GO:0031329	regulation of cellular catabolic process	626	371	304.95	4.8e-08
GO:0019058	viral life cycle	245	161	119.35	5.0e-08
GO:0048871	multicellular organismal-level homeostas...	921	528	448.66	5.1e-08
GO:0051172	negative regulation of nitrogen compound...	2208	1194	1075.61	5.3e-08
GO:0045580	regulation of T cell differentiation	188	128	91.58	5.4e-08
GO:0045621	positive regulation of lymphocyte differ...	139	99	67.71	5.5e-08
GO:1901360	organic cyclic compound metabolic proces...	5611	2903	2733.35	5.6e-08
GO:0002294	CD4-positive, alpha-beta T cell differen...	76	60	37.02	5.7e-08
GO:0060627	regulation of vesicle-mediated transport	597	355	290.82	5.7e-08
GO:0001525	angiogenesis	553	331	269.39	6.4e-08
GO:2000106	regulation of leukocyte apoptotic proces...	108	80	52.61	6.5e-08
GO:0042269	regulation of natural killer cell mediat...	70	56	34.1	6.7e-08
GO:0042063	gliogenesis	394	244	191.93	7.0e-08
GO:0032731	positive regulation of interleukin-1 bet...	67	54	32.64	7.2e-08
GO:0046483	heterocycle metabolic process	5298	2746	2580.88	7.2e-08
GO:0060760	positive regulation of response to cytok...	64	52	31.18	7.6e-08
GO:0051493	regulation of cytoskeleton organization	526	316	256.24	7.6e-08
GO:0019219	regulation of nucleobase-containing comp...	3632	1913	1769.3	7.9e-08
GO:0051092	positive regulation of NF-kappaB transcr...	133	95	64.79	8.1e-08
GO:0080135	regulation of cellular response to stres...	519	312	252.83	8.4e-08
GO:0071222	cellular response to lipopolysaccharide	215	143	104.74	9.1e-08
GO:0042093	T-helper cell differentiation	75	59	36.54	9.2e-08
GO:0001776	leukocyte homeostasis	140	99	68.2	9.8e-08
GO:0032945	negative regulation of mononuclear cell ...	112	82	54.56	1.1e-07
GO:2000516	positive regulation of CD4-positive, alp...	45	39	21.92	1.1e-07
GO:0062207	regulation of pattern recognition recept...	169	116	82.33	1.1e-07
GO:0007188	adenylate cyclase-modulating G protein-c...	233	153	113.5	1.1e-07
GO:0009653	anatomical structure morphogenesis	2789	1486	1358.64	1.2e-07
GO:0006725	cellular aromatic compound metabolic pro...	5364	2776	2613.03	1.2e-07
GO:0034641	cellular nitrogen compound metabolic pro...	5721	2953	2786.94	1.2e-07
GO:0033993	response to lipid	778	450	379	1.2e-07
GO:0007160	cell-matrix adhesion	235	154	114.48	1.3e-07
GO:0022603	regulation of anatomical structure morph...	924	527	450.12	1.3e-07
GO:0032728	positive regulation of interferon-beta p...	51	43	24.84	1.3e-07
GO:0141084	inflammasome-mediated signaling pathway	57	47	27.77	1.4e-07
GO:1903530	regulation of secretion by cell	679	397	330.77	1.4e-07
GO:0010631	epithelial cell migration	324	204	157.83	1.4e-07
GO:0045576	mast cell activation	85	65	41.41	1.5e-07
GO:0010632	regulation of epithelial cell migration	246	160	119.84	1.5e-07
GO:0007059	chromosome segregation	413	253	201.19	1.5e-07
GO:0051235	maintenance of location	346	216	168.55	1.6e-07
GO:1903900	regulation of viral life cycle	151	105	73.56	1.6e-07
GO:0006022	aminoglycan metabolic process	111	81	54.07	1.6e-07
GO:0070227	lymphocyte apoptotic process	98	73	47.74	1.7e-07
GO:0032608	interferon-beta production	71	56	34.59	1.7e-07
GO:0032648	regulation of interferon-beta production	71	56	34.59	1.7e-07
GO:0006139	nucleobase-containing compound metabolic...	5145	2665	2506.34	1.7e-07
GO:0071674	mononuclear cell migration	187	126	91.1	1.7e-07
GO:0070231	T cell apoptotic process	68	54	33.13	1.8e-07
GO:0050792	regulation of viral process	182	123	88.66	1.9e-07
GO:0072676	lymphocyte migration	108	79	52.61	1.9e-07
GO:0030203	glycosaminoglycan metabolic process	95	71	46.28	1.9e-07
GO:0042325	regulation of phosphorylation	1077	606	524.65	2.0e-07
GO:0051223	regulation of protein transport	515	308	250.88	2.0e-07
GO:0070664	negative regulation of leukocyte prolife...	118	85	57.48	2.1e-07
GO:0045582	positive regulation of T cell differenti...	123	88	59.92	2.1e-07
GO:0061900	glial cell activation	59	48	28.74	2.2e-07
GO:1903038	negative regulation of leukocyte cell-ce...	167	114	81.35	2.3e-07
GO:0043370	regulation of CD4-positive, alpha-beta T...	56	46	27.28	2.3e-07
GO:0050672	negative regulation of lymphocyte prolif...	110	80	53.59	2.4e-07
GO:0034330	cell junction organization	823	472	400.92	2.5e-07
GO:0090132	epithelium migration	326	204	158.81	2.7e-07
GO:0034340	response to type I interferon	70	55	34.1	2.7e-07
GO:0090130	tissue migration	328	205	159.78	2.9e-07
GO:0032732	positive regulation of interleukin-1 pro...	78	60	38	3.1e-07
GO:0098813	nuclear chromosome segregation	312	196	151.99	3.1e-07
GO:0030183	B cell differentiation	154	106	75.02	3.2e-07
GO:0002687	positive regulation of leukocyte migrati...	166	113	80.87	3.2e-07
GO:0032613	interleukin-10 production	64	51	31.18	3.3e-07
GO:0060337	type I interferon-mediated signaling pat...	64	51	31.18	3.3e-07
GO:0071357	cellular response to type I interferon	64	51	31.18	3.3e-07
GO:0016032	viral process	323	202	157.35	3.3e-07
GO:0002637	regulation of immunoglobulin production	99	73	48.23	3.3e-07
GO:0002825	regulation of T-helper 1 type immune res...	33	30	16.08	3.4e-07
GO:0043372	positive regulation of CD4-positive, alp...	33	30	16.08	3.4e-07
GO:0032102	negative regulation of response to exter...	436	264	212.39	3.5e-07
GO:0002335	mature B cell differentiation	43	37	20.95	3.5e-07
GO:0002478	antigen processing and presentation of e...	43	37	20.95	3.5e-07
GO:0032653	regulation of interleukin-10 production	61	49	29.72	3.5e-07
GO:0032481	positive regulation of type I interferon...	83	63	40.43	3.6e-07
GO:0002444	myeloid leukocyte mediated immunity	134	94	65.28	3.7e-07
GO:0060326	cell chemotaxis	309	194	150.53	3.8e-07
GO:0001961	positive regulation of cytokine-mediated...	58	47	28.25	3.8e-07
GO:0050856	regulation of T cell receptor signaling ...	49	41	23.87	4.0e-07
GO:0002717	positive regulation of natural killer ce...	52	43	25.33	4.0e-07
GO:0001932	regulation of protein phosphorylation	993	560	483.73	4.0e-07
GO:0002456	T cell mediated immunity	146	101	71.12	4.1e-07
GO:0006935	chemotaxis	433	262	210.93	4.2e-07
GO:2001235	positive regulation of apoptotic signali...	170	115	82.81	4.3e-07
GO:0043122	regulation of canonical NF-kappaB signal...	224	146	109.12	4.4e-07
GO:0042330	taxis	435	263	211.91	4.4e-07
GO:0046633	alpha-beta T cell proliferation	69	54	33.61	4.4e-07
GO:0052548	regulation of endopeptidase activity	306	192	149.07	4.6e-07
GO:0071692	protein localization to extracellular re...	428	259	208.5	4.8e-07
GO:0010950	positive regulation of endopeptidase act...	160	109	77.94	4.9e-07
GO:0051046	regulation of secretion	734	423	357.56	5.1e-07
GO:0030100	regulation of endocytosis	328	204	159.78	5.2e-07
GO:0002709	regulation of T cell mediated immunity	103	75	50.18	5.3e-07
GO:0009628	response to abiotic stimulus	1060	594	516.37	5.6e-07
GO:0019886	antigen processing and presentation of e...	20	20	9.74	5.6e-07
GO:0045639	positive regulation of myeloid cell diff...	113	81	55.05	5.6e-07
GO:0022408	negative regulation of cell-cell adhesio...	223	145	108.63	5.9e-07
GO:0031295	T cell costimulation	32	29	15.59	6.3e-07
GO:0002707	negative regulation of lymphocyte mediat...	71	55	34.59	6.3e-07
GO:0019724	B cell mediated immunity	190	126	92.56	6.6e-07
GO:0042116	macrophage activation	110	79	53.59	6.8e-07
GO:0140894	endolysosomal toll-like receptor signali...	51	42	24.84	6.8e-07
GO:0141085	regulation of inflammasome-mediated sign...	51	42	24.84	6.8e-07
GO:0035592	establishment of protein localization to...	422	255	205.57	6.9e-07
GO:0010562	positive regulation of phosphorus metabo...	781	447	380.46	7.0e-07
GO:0045937	positive regulation of phosphate metabol...	781	447	380.46	7.0e-07
GO:0002886	regulation of myeloid leukocyte mediated...	84	63	40.92	7.6e-07
GO:0043542	endothelial cell migration	229	148	111.56	7.7e-07
GO:0007399	nervous system development	2528	1345	1231.49	7.8e-07
GO:0002275	myeloid cell activation involved in immu...	107	77	52.12	8.3e-07
GO:1902532	negative regulation of intracellular sig...	573	336	279.13	8.5e-07
GO:0007162	negative regulation of cell adhesion	326	202	158.81	8.6e-07
GO:0009306	protein secretion	421	254	205.09	8.7e-07
GO:0002685	regulation of leukocyte migration	240	154	116.91	8.9e-07
GO:0002761	regulation of myeloid leukocyte differen...	146	100	71.12	9.7e-07
GO:2000116	regulation of cysteine-type endopeptidas...	212	138	103.27	9.9e-07
GO:1901342	regulation of vasculature development	312	194	151.99	9.9e-07
GO:0051051	negative regulation of transport	490	291	238.7	1.0e-06
GO:0022008	neurogenesis	1944	1047	947	1.0e-06
GO:0007346	regulation of mitotic cell cycle	505	299	246.01	1.1e-06
GO:2001242	regulation of intrinsic apoptotic signal...	193	127	94.02	1.1e-06
GO:0002440	production of molecular mediator of immu...	367	224	178.78	1.1e-06
GO:0001774	microglial cell activation	50	41	24.36	1.2e-06
GO:0045954	positive regulation of natural killer ce...	50	41	24.36	1.2e-06
GO:1904018	positive regulation of vasculature devel...	181	120	88.17	1.2e-06
GO:0039531	regulation of cytoplasmic pattern recogn...	116	82	56.51	1.2e-06
GO:0030522	intracellular receptor signaling pathway	351	215	170.99	1.3e-06
GO:0031401	positive regulation of protein modificat...	828	470	403.35	1.3e-06
GO:0051276	chromosome organization	564	330	274.75	1.4e-06
GO:0050830	defense response to Gram-positive bacter...	123	86	59.92	1.4e-06
GO:0031589	cell-substrate adhesion	366	223	178.29	1.5e-06
GO:0033365	protein localization to organelle	972	545	473.5	1.5e-06
GO:0000910	cytokinesis	178	118	86.71	1.5e-06
GO:0010952	positive regulation of peptidase activit...	178	118	86.71	1.5e-06
GO:0045766	positive regulation of angiogenesis	178	118	86.71	1.5e-06
GO:0002313	mature B cell differentiation involved i...	34	30	16.56	1.5e-06
GO:0031294	lymphocyte costimulation	34	30	16.56	1.5e-06
GO:1903510	mucopolysaccharide metabolic process	77	58	37.51	1.6e-06
GO:0031334	positive regulation of protein-containin...	208	135	101.33	1.6e-06
GO:0090304	nucleic acid metabolic process	4618	2389	2249.62	1.7e-06
GO:0016064	immunoglobulin mediated immune response	187	123	91.1	1.7e-06
GO:0001954	positive regulation of cell-matrix adhes...	66	51	32.15	1.9e-06
GO:0007189	adenylate cyclase-activating G protein-c...	156	105	75.99	1.9e-06
GO:0019884	antigen processing and presentation of e...	49	40	23.87	2.0e-06
GO:0070232	regulation of T cell apoptotic process	49	40	23.87	2.0e-06
GO:0060338	regulation of type I interferon-mediated...	46	38	22.41	2.0e-06
GO:0002526	acute inflammatory response	122	85	59.43	2.1e-06
GO:0032602	chemokine production	122	85	59.43	2.1e-06
GO:0032615	interleukin-12 production	63	49	30.69	2.1e-06
GO:0000280	nuclear division	441	263	214.83	2.1e-06
GO:0070371	ERK1 and ERK2 cascade	351	214	170.99	2.2e-06
GO:0030101	natural killer cell activation	102	73	49.69	2.2e-06
GO:0010721	negative regulation of cell development	313	193	152.48	2.4e-06
GO:0043299	leukocyte degranulation	84	62	40.92	2.4e-06
GO:0045862	positive regulation of proteolysis	344	210	167.58	2.4e-06
GO:0090068	positive regulation of cell cycle proces...	259	163	126.17	2.5e-06
GO:0055085	transmembrane transport	1434	782	698.56	2.7e-06
GO:0010594	regulation of endothelial cell migration	176	116	85.74	2.8e-06
GO:0019079	viral genome replication	126	87	61.38	2.9e-06
GO:0071396	cellular response to lipid	556	324	270.85	2.9e-06
GO:0002269	leukocyte activation involved in inflamm...	54	43	26.31	2.9e-06
GO:0045446	endothelial cell differentiation	116	81	56.51	3.1e-06
GO:0045637	regulation of myeloid cell differentiati...	224	143	109.12	3.3e-06
GO:0045765	regulation of angiogenesis	305	188	148.58	3.3e-06
GO:2001056	positive regulation of cysteine-type end...	140	95	68.2	3.4e-06
GO:0032733	positive regulation of interleukin-10 pr...	42	35	20.46	3.5e-06
GO:0050688	regulation of defense response to virus	70	53	34.1	3.5e-06
GO:1903707	negative regulation of hemopoiesis	123	85	59.92	3.5e-06
GO:0030316	osteoclast differentiation	130	89	63.33	3.9e-06
GO:0032755	positive regulation of interleukin-6 pro...	108	76	52.61	3.9e-06
GO:0002312	B cell activation involved in immune res...	93	67	45.3	4.0e-06
GO:0051651	maintenance of location in cell	230	146	112.04	4.1e-06
GO:0070372	regulation of ERK1 and ERK2 cascade	324	198	157.83	4.2e-06
GO:0009314	response to radiation	442	262	215.32	4.3e-06
GO:0046907	intracellular transport	1325	724	645.46	4.6e-06
GO:0010506	regulation of autophagy	297	183	144.68	4.6e-06
GO:0032465	regulation of cytokinesis	85	62	41.41	4.6e-06
GO:0150076	neuroinflammatory response	85	62	41.41	4.6e-06
GO:0046640	regulation of alpha-beta T cell prolifer...	64	49	31.18	4.7e-06
GO:0044092	negative regulation of molecular functio...	866	486	421.86	4.9e-06
GO:0048878	chemical homeostasis	1064	589	518.32	4.9e-06
GO:0045787	positive regulation of cell cycle	343	208	167.09	5.1e-06
GO:1902106	negative regulation of leukocyte differe...	117	81	57	5.3e-06
GO:0030162	regulation of proteolysis	676	386	329.31	5.4e-06
GO:0032655	regulation of interleukin-12 production	61	47	29.72	5.4e-06
GO:0009896	positive regulation of catabolic process	529	308	257.7	5.5e-06
GO:0002712	regulation of B cell mediated immunity	82	60	39.95	5.5e-06
GO:0002889	regulation of immunoglobulin mediated im...	82	60	39.95	5.5e-06
GO:0070229	negative regulation of lymphocyte apopto...	47	38	22.9	5.6e-06
GO:0007033	vacuole organization	222	141	108.15	5.7e-06
GO:0033209	tumor necrosis factor-mediated signaling...	92	66	44.82	5.9e-06
GO:0097191	extrinsic apoptotic signaling pathway	240	151	116.91	5.9e-06
GO:0045589	regulation of regulatory T cell differen...	38	32	18.51	6.0e-06
GO:0032956	regulation of actin cytoskeleton organiz...	351	212	170.99	6.1e-06
GO:0032970	regulation of actin filament-based proce...	401	239	195.34	6.4e-06
GO:0045123	cellular extravasation	79	58	38.48	6.6e-06
GO:0003158	endothelium development	138	93	67.23	6.7e-06
GO:0010001	glial cell differentiation	291	179	141.76	6.7e-06
GO:0051091	positive regulation of DNA-binding trans...	235	148	114.48	6.7e-06
GO:0140014	mitotic nuclear division	264	164	128.61	7.1e-06
GO:0051093	negative regulation of developmental pro...	1001	555	487.63	7.2e-06
GO:0043086	negative regulation of catalytic activit...	542	314	264.03	8.0e-06
GO:0048513	animal organ development	3024	1583	1473.12	8.1e-06
GO:0048285	organelle fission	497	290	242.11	8.1e-06
GO:0070374	positive regulation of ERK1 and ERK2 cas...	223	141	108.63	8.1e-06
GO:0033077	T cell differentiation in thymus	106	74	51.64	8.4e-06
GO:0010638	positive regulation of organelle organiz...	531	308	258.67	8.5e-06
GO:0008608	attachment of spindle microtubules to ki...	49	39	23.87	8.6e-06
GO:0045058	T cell selection	60	46	29.23	8.7e-06
GO:0019725	cellular homeostasis	835	468	406.76	8.7e-06
GO:0051252	regulation of RNA metabolic process	3334	1738	1624.13	8.7e-06
GO:0050858	negative regulation of antigen receptor-...	31	27	15.1	9.1e-06
GO:0032642	regulation of chemokine production	113	78	55.05	9.4e-06
GO:0002520	immune system development	236	148	114.97	9.4e-06
GO:0002763	positive regulation of myeloid leukocyte...	73	54	35.56	9.5e-06
GO:0030888	regulation of B cell proliferation	73	54	35.56	9.5e-06
GO:0032677	regulation of interleukin-8 production	73	54	35.56	9.5e-06
GO:0000070	mitotic sister chromatid segregation	179	116	87.2	9.6e-06
GO:0043087	regulation of GTPase activity	305	186	148.58	9.6e-06
GO:0140970	AIM2 inflammasome complex assembly	16	16	7.79	1.0e-05
GO:0042100	B cell proliferation	103	72	50.18	1.0e-05
GO:0001911	negative regulation of leukocyte mediate...	40	33	19.49	1.0e-05
GO:0032722	positive regulation of chemokine product...	83	60	40.43	1.1e-05
GO:0021782	glial cell development	139	93	67.71	1.1e-05
GO:0045069	regulation of viral genome replication	93	66	45.3	1.1e-05
GO:1902903	regulation of supramolecular fiber organ...	392	233	190.96	1.1e-05
GO:0018108	peptidyl-tyrosine phosphorylation	300	183	146.14	1.1e-05
GO:0044772	mitotic cell cycle phase transition	435	256	211.91	1.2e-05
GO:0018212	peptidyl-tyrosine modification	302	184	147.12	1.2e-05
GO:0045935	positive regulation of nucleobase-contai...	1942	1035	946.03	1.2e-05
GO:0150115	cell-substrate junction organization	105	73	51.15	1.2e-05
GO:0002260	lymphocyte homeostasis	95	67	46.28	1.3e-05
GO:0042130	negative regulation of T cell proliferat...	95	67	46.28	1.3e-05
GO:0033627	cell adhesion mediated by integrin	90	64	43.84	1.3e-05
GO:0048699	generation of neurons	1691	907	823.76	1.3e-05
GO:0052547	regulation of peptidase activity	382	227	186.09	1.4e-05
GO:0097553	calcium ion transmembrane import into cy...	189	121	92.07	1.5e-05
GO:2000377	regulation of reactive oxygen species me...	166	108	80.87	1.5e-05
GO:0050679	positive regulation of epithelial cell p...	223	140	108.63	1.5e-05
GO:1901699	cellular response to nitrogen compound	693	392	337.59	1.5e-05
GO:0006898	receptor-mediated endocytosis	272	167	132.5	1.6e-05
GO:0002507	tolerance induction	45	36	21.92	1.6e-05
GO:0002724	regulation of T cell cytokine production	45	36	21.92	1.6e-05
