Symbol	SRR2182228	SRR2182229	SRR2182230	SRR2182231	SRR2182232	SRR2182233	SRR2182234	SRR2182235	SRR2182285	SRR2182286	SRR2182287	SRR2182288	SRR2182289	SRR2182290	SRR2182291	SRR2182292	SRR2182293	SRR2182294	SRR2182295	SRR2182296	SRR2182297	SRR2182298	SRR2182299	SRR2182300	SRR2182301	SRR2182302	SRR2182303	SRR2182304	SRR2182305	SRR2182306	SRR2182307	SRR2182308	SRR2182309	SRR2182310	SRR2182311	SRR2182312	SRR2182313	SRR2182314	SRR2182315	SRR2182316	SRR2182317	SRR2182318	SRR2182319	SRR2182320	SRR2182321	SRR2182322	SRR2182323	SRR2182324	SRR2182325	SRR2182326	SRR2182327	SRR2182328	SRR2182329	SRR2182330	SRR2182331
Rbfox3	10435	11594	7185	10188	9184	10181	10701	8237	14808	6470	13528	10758	4348	21833	9174	9254	7970	2945	16793	8041	13011	25154	8871	13457	14448	7114	12109	21832	11242	23956	9053	11369	5417	4833	10955	9621	4888	5144	7581	13635	7538	15616	7642	14877	8535	38056	6143	17425	8431	4332	9635	11451	6591	37424	5326
Eef1g	11384	12020	11552	14280	16914	15478	17624	11793	15678	7760	9393	10345	5825	21925	7715	10518	9433	10248	17746	7998	14119	28480	8048	11964	18492	8278	11686	22868	12934	24411	8121	14808	7903	5838	15296	11125	6093	6357	11606	20491	9004	18340	10072	14292	8341	29743	5534	37134	8047	4123	8977	10962	6256	30755	5168
Agpat3	13717	15459	13511	17166	17387	17427	19515	15935	15174	5064	12665	11219	6188	27336	9673	11750	9043	3569	20296	6867	11766	21099	8240	10762	12758	6586	11529	19160	9216	21829	8120	15950	6769	5906	16673	11051	6137	6083	11215	19638	9431	19440	9552	16694	9165	38313	5910	11967	9483	4870	10286	12080	7498	36213	5932
Ensa	15376	11905	11138	13063	12268	14134	17944	10895	13361	6239	11505	9414	4596	20332	8754	9030	7298	7514	16085	7517	13158	27720	8807	12075	16619	8152	11779	20057	12013	25808	8488	14798	8260	6631	16701	11955	6282	6987	11876	18919	8841	20406	10438	14705	9324	35069	6487	32072	7911	4559	10024	11364	6310	33360	5700
Trip12	9234	13758	11524	14918	16790	14267	17529	18800	9033	3276	11013	8557	4197	21246	8421	10225	6549	2581	19507	7181	13222	18881	8135	11350	13338	7981	12644	20543	8953	20615	9005	15010	7503	5521	16806	10172	6512	6154	12799	22046	9782	17722	10264	15891	8276	38205	5583	8452	7816	4146	9240	13161	6028	36806	5852
Ncan	14179	13970	11526	17202	12041	16452	15566	12639	12933	4864	10678	9655	4617	21292	8026	9779	7138	3305	14714	7754	14181	23645	8282	13216	15604	8338	11712	22439	11315	24240	8402	15735	8875	6325	15170	13028	6990	6318	11445	21260	10034	21314	9987	15315	9040	37435	5649	14138	9823	4703	8861	12339	7857	38415	5235
Selenop	16907	17045	13788	24493	34483	23431	24320	15418	16373	8257	11266	11106	6719	28565	7858	12933	11452	9692	21466	6248	10197	19635	6946	9287	13246	6890	9675	18215	9813	18956	6826	12784	7141	5081	16300	9099	6498	5916	11776	22189	8858	16988	9186	11683	7441	24763	5306	15007	7324	3575	7297	9769	6102	27294	4788
Mtss2	14608	13446	11707	17260	14159	19021	17900	12040	14277	5272	8555	9360	5549	22266	7089	10947	8947	4736	18065	5274	9477	16712	4889	8541	11578	5242	7374	16051	8446	15611	5230	16944	8070	6141	15167	11086	7133	6219	11825	20994	10400	20576	10387	19590	10143	38419	5781	12368	10616	5367	9744	14335	8906	38660	5808
Serpini1	22636	11331	17384	18318	6733	18619	27285	7526	5791	2197	6308	3956	2832	11713	5569	5765	4538	3149	12303	2766	5815	13470	3201	4691	4842	2613	3823	6921	3219	10339	2643	17086	10165	6407	20350	13807	8353	7690	16671	21044	12327	23974	13588	12645	7250	26522	5073	8681	5927	3584	7578	10033	4502	27015	4687
Akr1a1	13330	13604	14323	15716	18810	17470	20997	17556	14114	6970	9702	9327	5023	19637	7619	9522	8339	8960	16693	6332	11348	22813	6614	9930	14448	6259	9304	17998	10380	19977	6455	15531	7927	5859	16522	11379	6290	6373	11990	20197	9155	18600	10155	16930	10219	35166	6616	33891	8828	4541	10262	13006	7172	33230	6186
Eif4g3	14964	14048	12189	12993	15208	15412	16697	12748	12980	5378	9927	8608	4472	21757	8599	10485	7686	4238	18636	5920	8741	19711	6865	10931	10035	5281	9725	17826	8047	17522	6422	17876	8642	6329	18240	12144	6581	6811	12860	20358	9143	20159	11318	18094	8791	38386	6098	14008	8145	5267	11592	12933	6707	39083	6253
Iqsec1	7905	11179	9246	11760	10405	11110	12967	11167	17174	6540	14815	12693	6760	32380	8439	12132	11900	2381	23500	7469	12253	21268	8314	10937	11763	7150	9583	19585	7436	18716	7886	16703	9657	7191	18891	12831	7816	6251	14266	19619	10530	24214	10390	16951	9102	32832	5150	11265	8074	3607	8416	10040	6228	34896	4133
Tmem132a	7508	8500	8889	7431	7043	8513	10980	5589	10425	3862	7888	6854	4163	15746	7176	8755	6578	3241	12754	7804	11549	22201	6186	10575	13681	6871	9189	19484	9467	18043	6807	21593	13257	8880	22855	21221	11104	10172	18991	28839	16392	28750	13941	12129	6684	28037	4414	21169	7330	3726	8035	10309	5855	28462	3251
Crmp1	12186	12494	8981	10801	11728	12390	11158	11091	8517	3398	6453	6225	3147	14457	5757	6981	5099	3676	12309	4992	8298	16327	4634	7693	9647	4460	6320	13019	6754	15136	4659	12591	6517	4642	11685	9970	5012	5007	9186	16523	7002	15070	9131	17656	9800	40549	6370	19914	9173	5169	10335	13012	7201	39003	6193
Galnt16	9820	9877	7898	9982	10741	11789	11076	12720	9798	3824	6058	6878	4451	16830	6405	8969	7031	5209	15767	4134	7171	13553	4067	6086	9198	3884	6027	12256	6826	11362	4040	13581	5217	4618	9927	7150	4492	3639	7645	12590	6455	13067	7170	20325	11041	40742	6828	18150	9913	5712	10579	14966	7909	38579	6482
Ptprd	14008	10105	9923	13673	10395	13199	18756	8445	7909	2492	10079	6150	3698	19997	6732	7563	5560	2130	15949	4949	7516	13464	6104	6048	7306	5629	7925	15056	5525	15575	5929	16254	9941	6863	27240	10107	9609	8683	22395	29868	13994	26712	12090	11174	4952	26518	4206	3024	5226	3477	7227	7670	4082	26581	4408
Glud1	16672	13287	10980	20006	17367	20876	19738	12853	16041	7292	11429	11393	6650	26926	8276	11933	10397	6988	19800	8308	14847	27004	8856	11971	17543	8163	12223	23075	12397	23180	8319	17061	8102	6318	16829	11493	6343	6252	11897	22130	8920	18937	10446	16354	9849	34798	6733	13771	8817	5118	10233	13491	7230	35849	6243
Ubqln2	13985	12982	9957	14231	12124	16323	15361	12524	13549	6238	11158	10088	5038	22354	8551	10374	8243	6040	18353	9134	14105	27552	8884	13161	17226	8347	13174	23655	12461	25912	9077	15652	7391	5845	14941	12321	6182	6228	11183	20990	8978	17683	9562	16469	9849	36540	6539	17717	8698	4921	10021	13231	6990	36582	6052
Mef2c	24001	15953	12760	22119	13803	16209	19456	5012	6699	1895	8716	5018	2569	12916	8156	8826	4321	1447	14321	4535	8360	15383	5340	7249	8561	4660	7469	12132	6202	16763	5201	19495	14137	8521	25778	15636	12608	6771	19124	21216	18279	27479	16842	7325	4818	21070	3194	3904	4406	2741	6373	6060	3436	19990	2364
Cck	7947	8247	5699	9881	9276	9464	9325	6479	1782	470	2464	1435	810	2669	2893	2134	1271	2209	4366	282	2038	5021	532	1225	595	597	366	971	439	1559	250	5499	4182	2299	7271	4248	2900	2639	5447	5076	4264	9338	5006	10647	7511	27528	5042	39384	6749	3621	8063	8931	5291	25720	4555
Nopchap1	11953	11961	11364	12478	14927	14044	15250	10563	9829	3594	10992	7606	4045	21696	8147	9235	6446	3155	20792	8020	12257	20689	7931	12158	13240	7477	11949	23305	9546	21263	8762	16512	8169	6123	17052	11656	6762	6465	13091	22895	9440	20258	11752	14510	6949	36151	5705	8696	7171	5464	9149	11079	6112	36423	5409
St6galnac5	10817	9427	7897	9777	8320	10163	11016	10441	2654	976	2614	2402	1168	4580	2855	2682	2018	1261	4887	2782	5292	9239	3108	4456	6431	3208	4372	8181	4488	9510	3199	6710	3528	3162	6794	4469	2865	2391	5393	7819	4184	8748	5609	17102	9824	36694	7023	16355	8447	5077	10388	12878	7138	38628	6670
Camk1d	7518	13421	6405	9193	11607	9424	9934	16553	8836	2874	9793	6220	3178	15379	7515	7612	5274	1976	13992	4248	6323	11260	4995	6396	7416	4283	7170	11629	5482	14042	5194	7565	4047	3230	8398	6035	3400	3033	5879	9714	4976	10253	5434	14654	8752	43990	6848	6603	7786	4118	10372	11765	6269	34631	5383
Scd1	8837	9124	9647	7895	10626	8578	12248	8862	14727	3964	10542	12147	7763	29174	7456	13379	11841	3989	18490	4841	7955	12601	4800	6799	9209	4650	6373	13341	6889	15036	4673	18250	10123	7651	24724	10982	9309	7526	18319	29348	13219	27262	12719	12829	5802	29778	4303	3758	6856	3225	6161	9858	4829	24788	3625
Neurl1a	11778	11628	7996	11936	10127	13713	10763	8579	10746	4539	9364	7945	3721	16240	7415	7758	5983	3142	12581	8375	13410	24247	8201	12728	16321	7863	11537	22335	12018	24419	8473	12281	5884	5399	11048	10891	5104	4599	7742	16225	7328	15281	7572	15163	9304	37194	6150	17029	9381	4922	10029	12604	7633	37768	5393
Opcml	12142	11920	10048	10497	7389	12697	13855	15891	5940	2298	6413	4243	2253	10836	5689	5139	4169	2155	10871	3136	6125	10607	3722	5284	5279	3269	4891	7990	3830	10604	3378	12514	6136	4267	12173	7951	4828	4033	9190	12451	7380	14964	7965	16857	10206	39133	7471	8797	8511	4570	10060	13435	6723	38533	6177
Sec14l1	12131	11935	8851	12690	12486	14422	14265	9766	13286	6318	13606	10190	4887	20458	8527	9688	8303	3760	15696	10199	16035	27213	10286	15273	20937	9583	15033	27282	14620	28863	10564	15901	8146	6740	15330	13768	6406	6142	11996	22759	9510	18319	9622	14171	7800	31552	5213	18137	8396	4339	8336	10620	6540	34493	4795
Lpgat1	15619	13671	15181	15360	13818	16568	20330	15973	12718	4814	12383	8960	5279	23834	8937	11025	8508	4221	20928	6818	11103	21883	7696	11539	12236	6791	10884	17988	9071	20474	8106	16888	8784	6156	19252	12873	7424	7243	14275	22062	10689	22524	10848	15905	8915	35629	5992	8541	7520	4542	8829	12349	5973	36335	5321
Copa	15679	14383	13461	16425	20061	17211	19898	16527	11761	4553	9710	7631	4812	21114	7811	10062	6726	4949	18661	6590	10303	20666	6532	9765	13243	6421	10064	17733	8353	18934	6126	17026	8558	5799	16912	11983	6738	6372	13156	20334	9261	19946	10705	16924	8565	36268	5907	14173	7892	5074	10362	12798	6700	36809	5642
Gja1	14800	12232	11193	18651	27205	20148	18979	11921	11776	4751	10045	7930	5192	21538	7096	9645	7874	3339	17187	6182	10662	16746	6260	8958	12072	6091	10324	14164	8573	16431	5781	15751	6462	6409	17033	10431	6816	6558	12839	22483	10070	20920	9762	15501	7894	33573	5383	3745	9285	4874	8016	12588	6576	34089	4738
Nudt3	10703	12194	9526	11726	10867	14107	13089	9569	14060	6578	10200	10954	5187	22354	8186	10890	7952	6746	15477	6760	11904	26268	7180	10952	14946	7171	9633	20651	10649	22768	7020	16987	8373	6203	17086	12507	6658	7507	11919	22839	9966	21838	10899	15243	9156	34329	5973	26000	8442	4464	9396	12142	6888	35209	5326
Rap1gap2	20002	15141	14475	18316	15175	20889	22201	9148	6608	2301	6141	5241	2484	10812	5148	5581	4130	2555	9403	3582	6796	13347	3872	6284	6857	3913	5216	10174	4814	11152	3551	13011	8309	5218	15079	11098	6378	5580	11193	15612	9281	19220	9263	14088	8186	35097	6115	9721	8794	5134	10457	11587	7231	34072	5408
Rnf10	11957	11877	10943	13055	13567	16282	15198	11936	12534	6054	9400	9086	4652	20556	6767	8868	7450	5666	14912	6286	12288	23535	6671	9594	14551	7258	8992	18554	9915	20453	6922	14593	7754	6538	15557	12193	6169	5940	10327	19791	8827	18804	10192	16500	9070	37086	6430	24065	9591	4511	9972	12221	7816	37820	6556
Ddx3x	16860	17703	13996	19418	24332	20156	21629	19852	10707	4524	10653	8133	4168	20520	8110	9194	6919	4942	17960	7153	12174	20857	8434	11126	13821	7424	11243	19050	10203	21272	8079	15234	7577	5621	16524	11251	6295	6429	12336	21853	9140	18139	10114	16250	8869	33835	6642	9526	8286	5049	10271	12736	6989	34489	5878
Plxna4	8870	15286	5720	12170	13717	13807	8334	10836	5836	1846	5813	3803	2620	11667	5407	5499	4178	1343	11844	2873	4990	8512	2975	4409	5080	2672	4910	8069	3760	7709	3319	6878	3048	2503	6117	4322	2493	2234	4679	7090	3587	7771	4698	15471	7535	37578	6273	5747	8467	4607	10158	11597	6834	37932	5222
Nap1l1	13664	11256	12034	14475	15306	15773	18072	13544	13719	6352	11603	9808	4674	22760	9133	10334	7527	7835	18695	9587	16856	33356	11353	14590	20408	10044	14619	25524	14810	29470	10387	15189	8010	6339	16738	12780	6562	6740	11962	22541	9124	19022	10405	13216	8250	30770	5757	17668	6441	4057	8756	10805	5655	28380	5147
Ubr5	11602	11983	11577	12715	17148	14572	14714	12638	11482	5030	10552	8295	3968	20497	7423	9702	6445	5328	17140	10088	16349	29637	10117	15652	18529	9296	13478	27294	13675	25748	9868	15124	7120	6033	15353	11078	5806	5958	11092	22336	7733	17778	10521	13516	6706	32185	5239	10281	7148	4657	8898	10893	6301	31541	5199
Smarca2	16239	12150	10573	15431	17738	18126	16277	11570	11974	5145	8636	8869	4281	18709	7591	10116	7374	5729	15042	7645	13461	27639	8031	12064	16997	7955	10890	21767	12003	24093	7779	18165	8355	7314	16777	9257	7142	5986	12615	20090	10140	18691	10563	13284	9619	35735	6654	17647	8483	4496	10349	11189	6946	35318	5204
Rgs8	2297	5267	1958	3417	5563	4582	2837	5638	12882	4976	12721	10009	4210	22782	7777	8763	6812	2548	15987	9553	15230	25733	11167	16721	18878	10622	15935	26100	13539	29620	12302	5469	2509	3245	7975	8596	2676	3794	5349	15475	4054	8296	4167	5964	3137	17882	2853	5620	3551	1891	4544	5079	3224	16263	2297
Cend1	13057	10552	10470	11072	9322	12313	15804	9909	16133	7793	9912	10287	5953	22076	7505	10283	9367	7737	17343	5184	9432	21632	6144	9295	11613	5561	7719	14846	8288	19119	5867	12050	6036	4918	11840	9711	5057	5284	8644	14309	7116	15970	7821	17151	9612	35158	6636	33547	8531	4167	9672	12497	7062	33020	6169
Bcl11b	5842	6375	5029	6728	6034	8557	6541	3898	12956	4799	13733	10907	4500	22859	8584	8862	7354	2730	14156	10816	17344	26565	12387	16637	20045	11136	16410	28257	14845	31527	11411	9691	5174	4634	10687	11050	4283	4571	7302	18495	6240	13621	6770	7465	4701	17274	3097	4555	4655	2580	4843	5643	3767	20459	2632
Megf8	10763	10139	9256	10856	11082	11850	12802	8940	15472	6932	10706	11039	5354	23517	8248	10891	8671	6695	17224	8557	13438	25549	7814	13262	17628	8582	11191	24522	12745	24846	7655	16429	7564	6172	13797	12512	6105	5969	10160	19861	9138	18871	9002	15910	8584	34196	5228	25696	8654	4551	8030	11638	7026	32684	4807
Kcnab1	6184	5662	4590	6099	6802	6300	5550	4119	13379	4720	14587	11479	4061	21363	8520	8720	6362	2075	12700	10337	17151	27771	12731	16577	20371	10176	16513	26775	14919	31536	12684	9144	3562	4037	10803	10425	4110	4437	7043	19510	5500	10508	6106	7318	4012	16209	2898	5481	4176	2187	4872	6210	3306	16728	2487
Ctnnd2	15166	12942	13123	14169	12389	17840	20412	10606	10706	3591	8588	7698	3602	17944	6918	7812	6405	2930	12810	6328	11055	18679	6647	10242	12748	7437	9847	17308	9433	20423	6631	16296	8687	7003	14287	13340	7306	6883	10162	23198	10875	22535	11309	13924	9222	35957	6047	11797	7642	4820	9389	10528	6469	37256	5255
Arhgap35	13857	14711	11209	15816	14748	16926	16481	16201	10539	3697	9353	7299	4364	18813	7269	9195	7028	2478	17051	5316	8692	13758	5725	8097	9411	4995	8406	14282	6543	15157	5937	14007	6575	5259	13592	10161	5628	4991	10449	17305	8292	15924	8831	17653	8964	38577	5827	9195	8922	4756	9244	13135	7275	37585	5590
Syt13	9774	12033	8001	9756	10558	11777	10773	10065	6949	3053	4233	4457	2822	10558	4197	5383	4457	4165	10823	1440	3574	8577	1791	2999	3287	1886	2003	4662	2441	6071	1320	11969	6780	4536	12538	9211	5041	5651	9042	12408	7570	17329	8058	14476	8462	36897	6492	20775	8743	4524	9874	12023	6953	35612	5506
Ptn	18772	11739	12530	18985	29461	19296	21448	10428	14152	6824	13097	10018	4552	22548	9855	9247	7258	8150	16993	7443	12679	29846	9651	12211	16322	10600	12374	20675	11727	28738	9008	13972	7353	6554	17280	10983	5976	7342	12638	21215	8666	20268	10126	10478	6807	25225	5237	19466	8320	3673	7855	8762	6785	27160	4700
Rpl8	10669	11245	11871	13788	17935	15854	17792	12291	13340	7352	8331	8724	4778	18879	6405	8023	7609	11460	14142	6582	11372	25103	6888	9662	15079	7056	9655	17598	10912	20987	6531	13600	6737	5858	15570	9200	5276	5939	10867	18496	7677	16195	9476	10713	6652	23387	4741	42629	6513	3373	7499	7924	5196	23962	4301
Ap1s1	9196	7688	7015	8156	7463	9254	10912	9688	15229	6936	11228	10927	5076	21546	8597	9967	8014	6761	15894	8354	14734	29991	9437	12934	19315	9250	13508	24488	14300	28636	9827	10745	5175	4628	11538	10070	4460	5009	8271	16062	6498	13707	7291	13430	9043	30686	5763	24045	7242	3810	8483	10258	6046	28682	5157
Arl8b	13843	15354	10781	16252	15086	16809	17499	16947	9479	3481	9320	6856	3704	17278	7238	8407	5864	2715	16244	5658	9902	17871	6788	8788	11150	5683	9780	15756	8393	16515	6790	11493	6047	4477	12756	9366	5017	4612	9703	15748	7595	14285	7858	16629	9813	38448	7002	8987	8027	4879	10507	13547	7426	37466	5932
